-7.959999999999999964e+00,-3.800000000000000044e-01,-7.199999999999999734e-01
-8.890000000000000568e+00,-4.099999999999999756e-01,-1.360000000000000098e+00
-7.790000000000000036e+00,-4.899999999999999911e-01,-1.750000000000000000e+00
-7.669999999999999929e+00,-4.899999999999999911e-01,-2.209999999999999964e+00
-7.549999999999999822e+00,-2.099999999999999922e-01,-2.649999999999999911e+00
-6.459999999999999964e+00,-1.400000000000000133e-01,-2.689999999999999947e+00
-7.209999999999999964e+00,-1.799999999999999933e-01,-3.459999999999999964e+00
-7.690000000000000391e+00,-5.300000000000000266e-01,-4.650000000000000355e+00
-7.450000000000000178e+00,-5.400000000000000355e-01,-5.030000000000000249e+00
-7.179999999999999716e+00,-5.300000000000000266e-01,-5.410000000000000142e+00
-6.820000000000000284e+00,-6.099999999999999867e-01,-5.860000000000000320e+00
-6.730000000000000426e+00,-8.299999999999999600e-01,-5.940000000000000391e+00
-5.190000000000000391e+00,-4.299999999999999933e-01,-6.080000000000000071e+00
-4.759999999999999787e+00,-5.999999999999999778e-01,-6.419999999999999929e+00
-4.000000000000000000e+00,-6.600000000000000311e-01,-6.919999999999999929e+00
-4.299999999999999822e+00,-5.000000000000000000e-01,-6.740000000000000213e+00
-1.077999999999999936e+01,-1.900000000000000022e-01,-1.801999999999999957e+01
-3.799999999999999822e+00,7.000000000000000666e-02,-7.040000000000000036e+00
-4.669999999999999929e+00,4.600000000000000200e-01,-8.839999999999999858e+00
-4.400000000000000355e+00,9.300000000000000488e-01,-8.970000000000000639e+00
-3.319999999999999840e+00,6.800000000000000488e-01,-9.429999999999999716e+00
-2.509999999999999787e+00,1.260000000000000009e+00,-8.640000000000000568e+00
-1.729999999999999982e+00,1.020000000000000018e+00,-6.780000000000000249e+00
-1.379999999999999893e+00,9.899999999999999911e-01,-6.860000000000000320e+00
-1.070000000000000062e+00,1.129999999999999893e+00,-6.919999999999999929e+00
-7.299999999999999822e-01,1.020000000000000018e+00,-5.950000000000000178e+00
-5.400000000000000355e-01,1.290000000000000036e+00,-6.980000000000000426e+00
-2.500000000000000000e-01,1.389999999999999902e+00,-8.000000000000000000e+00
-1.199999999999999956e-01,1.560000000000000053e+00,-9.000000000000000000e+00
-1.000000000000000056e-01,1.679999999999999938e+00,-1.000000000000000000e+01
8.000000000000000167e-02,1.739999999999999991e+00,-1.000000000000000000e+01
1.400000000000000133e-01,1.870000000000000107e+00,-1.000000000000000000e+01
2.300000000000000100e-01,1.689999999999999947e+00,-8.000000000000000000e+00
2.999999999999999889e-01,1.209999999999999964e+00,-4.990000000000000213e+00
4.400000000000000022e-01,1.429999999999999938e+00,-5.980000000000000426e+00
5.999999999999999778e-01,7.500000000000000000e-01,-5.969999999999999751e+00
5.200000000000000178e-01,4.400000000000000022e-01,-6.980000000000000426e+00
8.299999999999999600e-01,3.800000000000000044e-01,-8.960000000000000853e+00
1.320000000000000062e+00,1.020000000000000018e+00,-7.889999999999999680e+00
